Date,Revenue,Marketing Spend (Google),Marketing Spend (LinkedIn),Marketing Spend (Campus),Marketing Spend (Events),Operational Costs,Number of Enrollments,Retention Rates,Seasonal Trends,Conversions (Google),Conversions (LinkedIn),Conversions (Campus),Conversions (Events),Leads Generated (Google),Leads Generated (LinkedIn),Leads Generated (Campus),Leads Generated (Events),Customer Acquisition Cost (Google),Customer Acquisition Cost (LinkedIn),Customer Acquisition Cost (Campus),Customer Acquisition Cost (Events),Payment Terms,Fixed Costs,Variable Costs,Liabilities
2019-05-20,29680.16,4432.71,2581.05,2504.56,1434.85,5767.15,47,0.71,Low,8,5,6,5,22,17,7,17,195.4,98.25,242.5,111.05,90 days,2350.19,1010.87,1800.26
2019-05-21,25168.3,4276.25,1896.74,1665.94,948.79,3159.28,43,0.79,Medium,13,2,9,5,18,16,9,12,128.15,83.63,121.03,202.53,60 days,2050.64,1162.37,3427.9
2019-05-22,26703.29,3163.18,1230.64,1404.17,2640.23,5346.51,57,0.82,Low,20,5,7,6,24,12,6,19,93.43,117.96,70.03,68.65,90 days,3899.08,2982.67,3547.04
2019-05-23,25178.25,3840.97,1102.14,771.0,2470.08,7623.11,53,0.75,Low,4,5,1,8,26,16,10,12,131.75,123.87,164.61,73.4,90 days,2718.6,1002.61,4034.74
2019-05-24,27133.73,2257.4,3460.86,2689.83,1684.42,4987.96,47,0.73,Medium,9,12,7,4,23,12,12,10,68.15,191.86,176.71,178.36,90 days,4569.62,2319.38,3584.62
2019-05-25,33251.3,2884.67,3738.87,2457.9,3357.73,6124.61,49,0.92,Low,11,15,9,6,24,7,22,10,193.39,129.77,81.43,128.71,90 days,2928.1,2226.26,3883.18
2019-05-26,24788.85,4286.55,2879.32,920.3,664.39,6899.09,42,0.93,Medium,9,9,4,4,18,9,9,9,104.8,177.86,191.12,192.55,60 days,3635.11,2578.88,3856.18
2019-05-27,20469.9,2837.06,1130.99,1780.65,1480.8,6919.63,36,0.72,Low,4,7,5,7,30,18,5,12,118.55,134.03,122.57,218.75,30 days,2664.13,2342.62,1206.29
2019-05-28,26584.3,2431.19,2086.49,1718.44,3271.1,5596.4,53,0.79,High,9,9,2,5,10,16,7,11,110.21,70.74,242.56,109.01,30 days,2554.49,2880.83,3845.47
2019-05-29,26615.95,2976.85,3132.61,2062.73,1530.71,7289.76,44,0.94,Medium,11,11,5,4,14,17,9,10,54.18,164.44,210.65,71.1,30 days,4834.35,2708.7,1637.95
2019-05-30,31535.28,4313.0,3295.43,2865.47,1331.53,4956.89,51,0.72,Low,7,6,2,9,19,11,10,7,55.15,203.26,83.06,140.23,90 days,4032.74,1562.6,3002.94
2019-05-31,23175.09,2340.83,1178.3,1949.43,2149.24,7443.47,57,0.86,High,6,7,0,7,17,9,5,10,134.36,142.93,241.79,224.1,30 days,4848.87,2753.73,2008.43
2019-06-01,22491.4,1695.05,800.1,1850.54,2989.03,4201.14,41,0.94,High,11,5,4,6,16,11,6,14,125.35,172.33,110.9,155.0,60 days,2600.25,1558.47,3722.34
2019-06-02,26847.96,3848.06,3078.84,625.81,899.13,4401.08,56,0.94,High,19,11,5,5,19,14,16,10,197.97,184.61,213.7,127.28,60 days,4246.4,2318.36,2205.86
2019-06-03,27496.32,4303.91,1941.11,657.27,3334.76,3265.6,53,0.82,High,8,5,5,4,19,12,11,10,89.49,134.78,185.79,156.08,60 days,2670.62,1490.78,4649.79
2019-06-04,22520.99,1402.55,1614.34,968.37,2905.71,6977.91,52,0.74,Medium,6,7,5,6,22,10,8,11,105.27,99.97,166.53,92.29,30 days,4247.53,2876.55,1191.53
2019-06-05,19130.66,1959.5,841.27,581.18,1125.63,5085.28,58,0.75,Low,13,9,5,5,25,8,12,9,198.18,197.61,237.88,188.97,60 days,4491.77,2410.81,2888.99
2019-06-06,24273.79,1567.89,2528.96,2358.38,2664.82,4145.58,45,0.92,High,16,7,6,4,24,14,13,17,57.18,192.59,179.06,177.27,90 days,2640.51,1959.22,2709.93
2019-06-07,24039.0,2391.77,3523.68,2308.33,1716.38,4158.95,34,0.93,Low,7,6,8,12,18,14,10,19,146.4,197.52,224.57,184.48,60 days,3100.3,2605.4,1765.18
2019-06-08,26048.69,2801.4,3864.42,840.14,1766.65,7507.0,47,0.85,Low,9,10,6,5,13,11,11,9,65.25,192.13,218.99,114.88,30 days,3816.47,1054.28,1279.81
2019-06-09,34346.18,3995.31,2610.38,2590.2,2871.54,7169.58,61,0.89,Low,9,1,2,4,31,16,8,13,191.96,81.3,190.99,199.23,30 days,4731.63,2271.69,1902.8
2019-06-10,27576.07,3604.59,2446.28,886.97,3392.08,5767.65,36,0.88,Medium,4,10,5,3,20,12,9,10,93.21,126.35,158.27,212.34,30 days,2082.06,1062.48,1518.52
2019-06-11,20927.7,3483.71,1072.18,1252.94,967.3,6080.55,50,0.87,Medium,11,8,1,11,25,15,11,13,172.11,90.65,87.67,222.66,30 days,3674.57,1456.03,1744.12
2019-06-12,25111.15,2409.5,2556.39,1122.44,1819.83,5371.63,46,0.91,High,18,10,3,4,21,18,11,12,186.69,84.83,97.72,170.36,60 days,2411.74,1625.01,4435.34
2019-06-13,28353.53,4365.79,2015.93,1430.77,1994.73,4958.33,50,0.87,Low,11,5,10,6,26,12,13,14,177.05,185.04,165.91,122.45,60 days,3273.68,2501.24,3898.34
2019-06-14,23891.8,2885.15,2742.83,1136.66,1691.3,7577.38,49,0.83,Medium,13,9,3,6,25,14,12,11,133.54,137.01,129.8,128.94,90 days,3602.09,2837.02,1567.09
2019-06-15,28426.03,4916.42,2043.92,1722.38,1653.25,3628.06,56,0.76,Medium,11,11,6,0,18,14,10,9,196.01,74.51,107.41,158.33,60 days,4368.13,1737.57,4605.77
2019-06-16,26040.46,3536.57,1568.96,1518.52,751.58,5092.23,68,0.89,Medium,9,6,3,7,28,16,8,17,151.49,124.97,244.08,159.95,90 days,4994.34,2236.05,4548.99
2019-06-17,23064.98,1505.06,1103.89,2966.42,2588.06,4722.81,53,0.82,High,9,4,3,9,16,13,6,12,167.92,218.93,224.55,195.75,30 days,3679.74,2554.76,2007.49
2019-06-18,26263.91,3704.71,1807.74,639.82,1865.02,5490.75,58,0.77,Medium,5,9,6,4,28,20,12,10,86.62,93.98,147.45,79.01,90 days,3292.1,2691.69,1191.57
2019-06-19,19321.71,2300.42,1109.26,855.45,1164.9,5288.16,52,0.9,Low,6,3,5,7,14,17,11,13,112.76,123.55,226.8,158.49,60 days,3522.89,2925.48,3773.72
2019-06-20,27616.62,3745.31,1366.07,632.06,2966.5,5594.45,51,0.87,Medium,10,1,5,6,19,19,5,8,139.73,155.12,80.7,122.51,30 days,3805.29,2564.75,3330.95
2019-06-21,27645.35,1278.56,3959.48,2064.6,2927.43,3699.59,55,0.93,Medium,11,10,3,5,25,14,9,12,71.87,91.93,87.86,202.6,60 days,2252.66,1065.0,2500.5
2019-06-22,20363.25,1699.53,2221.13,636.27,2010.54,5565.71,48,0.74,High,12,7,4,8,24,14,10,15,194.86,214.84,240.65,123.09,30 days,2215.74,1203.95,1192.18
2019-06-23,28275.72,4422.95,2501.99,2591.1,1465.51,4212.09,33,0.86,Low,9,10,4,2,19,19,9,11,66.46,161.58,193.98,142.19,90 days,3031.65,2667.66,1520.05
2019-06-24,26826.1,1908.72,3595.58,1779.85,2450.47,3921.66,53,0.76,Medium,12,6,7,9,24,15,10,16,159.93,96.71,207.58,102.56,60 days,2177.72,1559.37,3404.68
2019-06-25,31570.86,4348.16,3985.82,1817.52,1435.64,3324.17,41,0.93,Low,16,10,3,7,26,8,13,11,58.7,131.46,219.92,113.8,30 days,3485.78,1164.99,3686.05
2019-06-26,21652.98,2117.1,2664.69,1903.99,1284.42,6813.26,40,0.72,Low,13,5,2,4,29,13,9,17,65.4,117.74,79.58,156.68,60 days,2773.76,2915.31,1825.68
2019-06-27,29274.43,3571.53,3399.92,927.03,2718.49,5137.21,56,0.86,Medium,10,11,4,2,20,14,8,7,143.5,79.57,199.21,135.27,30 days,2157.73,1760.14,2790.45
2019-06-28,23188.81,3776.6,1846.21,994.23,716.94,6133.22,41,0.9,High,13,7,4,7,24,14,7,15,117.87,105.54,134.22,98.25,60 days,2153.62,1732.6,4499.35
2019-06-29,20155.29,3050.62,1778.38,1297.04,874.83,6637.97,54,0.79,Low,8,9,4,8,19,12,10,7,50.55,148.59,217.24,143.19,90 days,3229.16,1230.75,1961.21
2019-06-30,21349.71,2221.24,2088.65,1983.74,619.69,6396.58,49,0.94,Medium,9,8,2,3,14,17,16,8,109.05,74.1,139.78,92.28,60 days,2993.34,2651.04,4501.79
2019-07-01,21346.1,1850.58,2952.02,1025.29,1043.54,5352.5,45,0.91,Low,8,7,6,9,18,14,6,15,87.51,67.73,208.17,210.49,60 days,4443.34,1903.45,2154.07
2019-07-02,20281.24,1132.76,2983.01,790.83,800.07,4939.49,60,0.77,Low,14,4,7,7,26,14,8,11,180.74,146.61,232.23,217.49,30 days,2392.1,1604.99,4433.33
2019-07-03,26476.3,2215.79,1808.77,2925.29,3487.83,4879.8,50,0.7,Low,10,10,7,5,21,12,9,14,156.21,129.45,131.07,102.36,60 days,2082.13,2654.71,3311.73
2019-07-04,22636.26,3612.65,1226.27,554.95,1437.55,6200.24,43,0.77,Medium,10,9,4,4,19,15,10,9,160.62,90.12,154.49,73.63,90 days,2180.83,2707.63,4014.25
2019-07-05,31675.65,4753.22,2823.67,2506.74,1032.88,5473.97,58,0.77,Low,5,8,4,5,20,16,20,13,192.64,174.04,166.74,217.96,60 days,2996.23,2427.83,2361.84
2019-07-06,26255.46,4484.82,1210.64,2470.09,1298.89,7245.66,62,0.92,Low,9,10,4,12,21,13,10,20,156.48,74.06,193.81,116.47,30 days,3819.19,1850.4,1556.32
2019-07-07,29981.28,4064.26,2651.18,1243.04,3314.76,7373.51,40,0.94,High,14,8,5,5,24,11,8,18,74.09,103.26,221.94,96.01,60 days,3500.49,1599.04,1594.91
2019-07-08,29925.43,4153.79,3018.95,839.07,2108.46,3852.8,54,0.72,Medium,18,17,7,9,16,15,9,12,190.6,76.21,107.87,216.69,90 days,3710.0,2029.8,1658.52
2019-07-09,25958.04,3659.94,3041.96,864.07,1657.97,3681.17,46,0.82,Medium,9,14,6,8,24,9,6,6,66.97,176.42,240.22,210.63,60 days,3880.52,2116.19,1804.96
2019-07-10,26446.69,2041.15,3211.11,2243.58,3132.84,6152.0,44,0.84,Low,9,11,3,2,17,15,14,10,78.89,161.24,211.4,73.77,30 days,2928.41,2133.7,4530.37
2019-07-11,32879.4,4628.78,3593.15,2107.02,1745.47,4506.13,48,0.72,High,15,10,8,7,25,12,11,13,92.77,90.15,95.12,99.26,60 days,4726.6,2494.83,2958.05
2019-07-12,26191.09,3682.93,2399.87,2456.86,1571.52,3092.85,42,0.79,Low,9,14,4,6,15,17,16,11,76.27,149.18,130.45,199.07,90 days,2026.78,1119.73,1882.92
2019-07-13,27948.89,3241.76,3136.8,2843.7,1201.12,7443.21,46,0.78,Low,9,6,4,7,17,15,16,11,52.75,171.44,115.25,109.09,60 days,2537.54,2296.97,3510.51
2019-07-14,23437.55,1443.96,2781.35,2229.82,1695.61,4134.5,44,0.83,Medium,10,10,1,10,20,17,16,20,118.87,65.47,98.62,175.29,30 days,3938.29,2737.38,1334.0
2019-07-15,23784.39,2788.22,1397.25,889.63,1518.38,7646.4,51,0.87,High,11,7,3,6,14,13,9,12,153.2,166.12,186.05,71.61,90 days,4918.94,1262.71,1735.48
2019-07-16,23603.61,2841.43,882.21,1108.61,2564.18,6587.17,54,0.88,Low,9,5,5,7,31,11,10,10,113.18,109.84,81.84,203.87,60 days,2456.92,2107.66,3214.71
2019-07-17,26992.92,4458.25,1710.53,2605.48,1439.79,6813.27,45,0.73,Medium,13,4,6,5,15,16,12,12,85.22,81.64,177.78,134.67,90 days,4121.43,2376.3,2938.44
2019-07-18,25888.83,3186.59,2217.71,1023.27,2273.88,4007.31,54,0.9,Low,14,9,7,8,18,13,17,10,182.44,191.38,218.99,142.56,30 days,2738.19,2921.68,1889.9
2019-07-19,19607.54,2521.6,2774.74,681.31,791.09,4170.97,43,0.87,Low,6,2,5,5,28,18,9,10,108.25,156.98,135.14,198.36,90 days,2602.5,1192.49,1188.47
2019-07-20,32157.6,4907.2,3519.87,2258.2,1154.74,5606.34,45,0.92,High,19,5,8,3,21,21,14,10,175.83,147.45,158.14,139.94,90 days,2914.59,2453.84,3407.49
2019-07-21,19301.07,1442.88,1427.99,1506.32,1781.48,3860.5,44,0.81,High,14,6,3,7,18,18,5,12,76.77,193.83,95.95,82.18,90 days,2509.25,2165.79,4542.22
2019-07-22,28141.69,2690.19,1201.76,2800.1,3317.15,4527.16,55,0.92,High,8,7,5,4,21,19,9,12,100.01,102.42,199.67,148.22,30 days,3573.14,1682.99,4075.24
2019-07-23,23812.83,1168.1,3883.14,2125.64,1694.03,4607.31,48,0.92,Low,3,4,2,5,24,15,11,15,170.53,62.26,233.57,140.36,90 days,4843.14,1101.4,1805.19
2019-07-24,24646.08,3959.62,1145.74,726.05,2525.81,3798.15,44,0.81,High,7,5,5,2,24,19,10,9,54.57,211.8,201.9,139.26,60 days,4768.46,1658.67,3789.79
2019-07-25,32003.32,4672.31,2331.17,2869.64,1339.75,4025.91,57,0.8,Medium,4,8,2,11,16,19,10,18,188.07,102.04,92.14,96.8,90 days,3604.32,2652.49,1925.88
2019-07-26,20733.96,2120.15,2673.8,1146.39,968.4,6942.76,46,0.93,Low,11,4,6,3,17,13,12,16,109.48,161.34,132.18,92.06,60 days,4219.58,2269.45,4058.76
2019-07-27,27753.2,4433.37,2532.4,1343.03,769.76,3835.98,53,0.88,High,9,5,7,7,24,9,13,18,196.7,216.33,101.18,193.35,90 days,2594.07,1456.49,4022.19
2019-07-28,21519.45,2168.87,1075.3,1505.65,1485.7,3142.29,57,0.93,Low,6,7,3,3,12,18,9,7,155.2,97.38,176.1,167.16,60 days,3668.9,2985.95,1884.05
2019-07-29,22810.75,4643.08,982.49,628.06,1057.22,6146.77,43,0.9,Low,7,11,4,5,18,10,12,18,192.41,218.84,200.05,66.05,30 days,4328.88,2492.01,1079.07
2019-07-30,23187.11,4015.85,1137.55,1741.29,1104.63,7879.92,43,0.85,Medium,12,11,5,9,12,13,12,11,59.93,146.19,245.56,202.82,30 days,2967.51,1377.74,3091.37
2019-07-31,27603.67,4219.63,2673.88,808.3,2806.2,4656.07,42,0.73,Medium,7,3,6,9,13,7,9,6,158.3,213.43,160.53,85.03,90 days,2627.54,2562.34,3524.5
2019-08-01,19821.31,1072.03,2541.9,1502.43,645.93,3593.28,57,0.77,Medium,14,10,6,5,21,19,8,12,181.32,73.77,184.71,186.72,60 days,2872.14,2662.42,2094.16
2019-08-02,28970.26,4851.24,1547.97,1376.77,2217.65,5851.94,48,0.94,Low,11,8,5,2,19,14,9,13,198.13,144.96,89.18,80.85,90 days,2829.42,2741.29,2672.73
2019-08-03,29955.67,3906.68,2840.88,2432.1,1700.44,7531.77,53,0.78,Low,4,9,4,5,23,15,8,13,55.01,211.1,97.95,225.28,90 days,2812.9,2479.21,2835.39
2019-08-04,27624.1,2219.0,3424.22,2507.93,2068.99,6920.31,52,0.72,Medium,11,8,7,7,16,13,10,19,62.47,84.88,111.71,213.58,90 days,2193.19,1160.72,3913.38
2019-08-05,24977.34,4317.58,933.05,883.53,2232.21,6112.58,43,0.88,Low,14,4,6,6,15,15,11,15,159.75,104.03,79.78,95.2,60 days,3496.28,2627.4,1779.41
2019-08-06,20899.58,2126.08,2394.02,1416.38,1508.77,4575.28,35,0.88,Medium,9,5,4,6,23,16,6,19,55.84,94.0,143.47,66.39,60 days,2480.35,2855.38,1368.99
2019-08-07,25961.24,4491.02,3005.79,1433.38,1455.82,5709.4,41,0.77,Medium,9,8,5,6,22,21,12,18,51.71,214.47,241.21,74.84,90 days,4696.77,1999.35,2079.43
2019-08-08,21515.01,1450.32,1607.4,878.53,2726.87,3456.22,53,0.77,High,8,8,7,9,26,10,6,13,131.76,102.17,187.53,198.44,30 days,4403.64,2522.18,2991.51
2019-08-09,29774.68,3814.74,1784.87,2496.13,3126.7,6394.73,45,0.82,Medium,10,10,3,4,22,17,5,15,129.42,79.35,148.49,77.67,30 days,4731.29,2008.53,1555.46
2019-08-10,26061.22,3162.79,2763.64,2268.07,1158.49,6625.48,38,0.71,High,8,7,4,8,21,13,6,18,142.03,187.49,158.9,193.39,30 days,4617.86,2281.45,1915.05
2019-08-11,24072.34,1386.14,3673.39,975.95,883.09,7825.16,65,0.9,Medium,10,6,3,8,22,13,14,18,52.11,142.16,96.39,200.27,60 days,3070.07,2293.96,2982.92
2019-08-12,26025.96,1967.58,3391.76,1416.8,3203.61,4301.99,45,0.78,Low,14,5,6,5,25,15,8,16,125.49,154.38,87.41,115.64,60 days,4319.54,1905.52,3885.84
2019-08-13,20952.07,1049.62,2666.02,764.51,1614.7,3092.28,52,0.91,High,12,9,8,9,20,13,13,16,93.0,157.09,116.63,186.3,90 days,3495.0,1709.4,1107.04
2019-08-14,28583.37,2875.07,3136.71,2070.52,2198.82,5728.04,53,0.9,Low,8,8,2,7,17,13,12,12,163.41,158.08,125.17,200.35,60 days,2766.84,1871.78,3283.15
2019-08-15,21030.42,2205.06,1967.43,803.43,1642.68,6533.95,50,0.87,Low,14,13,8,5,24,20,8,13,102.23,132.68,92.11,193.8,90 days,3083.63,2162.14,2535.82
2019-08-16,26997.84,3393.43,2851.09,2964.84,964.83,6952.04,45,0.78,Medium,9,7,1,11,16,17,11,12,103.49,216.09,194.45,96.61,30 days,3715.47,2054.26,3249.1
2019-08-17,26556.48,2188.95,2291.78,2451.71,2309.06,3968.69,52,0.83,Medium,13,8,7,4,24,14,8,10,148.14,87.86,236.17,139.13,90 days,4536.35,2283.79,3562.06
2019-08-18,21982.58,2199.68,1407.8,1475.6,2122.91,4308.76,54,0.81,Low,10,8,9,5,20,10,11,13,149.1,213.26,101.39,76.26,60 days,2036.54,1092.51,1147.95
2019-08-19,30421.03,3972.77,3045.56,1946.41,1188.68,5562.95,60,0.78,Medium,10,6,8,11,26,17,11,12,58.75,106.78,220.86,151.68,30 days,3322.87,1920.04,3153.62
2019-08-20,24613.85,1192.57,2580.69,2778.35,1910.42,4653.0,56,0.91,Medium,9,12,3,7,23,23,17,13,143.9,90.39,123.7,137.98,60 days,2016.92,1141.05,4780.81
2019-08-21,29461.94,4611.58,1947.59,1885.25,2911.15,7302.56,48,0.82,Medium,5,9,3,6,18,20,10,15,148.68,160.12,179.24,213.93,30 days,2862.46,2510.54,2690.55
2019-08-22,34547.57,4409.06,3716.29,936.25,2312.24,5368.8,55,0.91,Low,5,9,5,3,16,16,11,4,118.63,202.7,85.97,67.98,60 days,3229.93,1535.67,4650.94
2019-08-23,22737.34,3671.22,866.99,1446.76,881.06,6997.89,52,0.73,High,13,7,8,3,17,13,13,8,174.18,118.07,113.07,152.49,60 days,3397.35,1691.65,4885.83
2019-08-24,25203.85,3372.89,1810.47,2607.86,2189.26,5903.1,40,0.74,High,14,10,6,6,20,14,7,11,51.37,72.07,98.45,185.83,30 days,4221.47,2308.37,3478.05
2019-08-25,29294.52,4569.21,982.02,2110.53,2637.94,6865.45,52,0.94,Low,18,10,5,15,20,15,9,12,195.26,145.85,99.03,141.55,30 days,4196.61,1693.24,3068.79
2019-08-26,26647.78,1741.32,3252.89,2126.81,2898.84,4663.36,48,0.85,Medium,13,8,14,5,13,15,10,8,106.4,217.63,238.02,104.28,30 days,2936.01,2459.43,4091.83
2019-08-27,24842.7,1315.88,3046.74,2667.05,2424.44,7157.08,44,0.83,Medium,17,6,5,1,19,10,8,8,139.35,122.33,135.49,165.62,90 days,3100.41,2723.73,4157.09
2019-08-28,19570.94,1958.04,1860.33,2734.93,1042.71,4372.86,43,0.83,High,10,10,2,8,15,24,14,9,55.15,63.19,105.3,227.87,90 days,2777.95,2273.73,3494.43
2019-08-29,34761.24,4178.31,2962.12,2799.48,2659.5,5730.49,65,0.75,Low,8,7,8,7,21,12,9,18,156.34,140.14,100.83,71.77,60 days,3174.37,1312.59,1001.65
2019-08-30,20605.23,1138.68,2067.0,737.12,2564.29,4070.04,60,0.88,Low,9,15,4,4,17,7,17,12,131.56,121.4,191.13,97.35,60 days,3017.61,1899.13,3611.25
2019-08-31,27534.15,3331.23,3220.01,1860.32,670.84,5377.63,48,0.72,Medium,7,5,4,7,23,21,14,12,194.05,70.67,199.33,145.95,30 days,3994.18,2465.16,4524.15
2019-09-01,30102.67,4981.75,2253.39,2351.27,1794.07,4590.88,37,0.84,Medium,14,10,4,4,23,20,12,14,113.38,199.97,246.36,163.6,60 days,2390.55,1544.81,1271.69
2019-09-02,30316.94,4422.78,2119.3,2392.32,1565.56,4333.52,54,0.84,Medium,8,5,6,3,23,15,10,10,158.28,159.0,182.69,167.98,30 days,2086.27,2897.09,2195.28
2019-09-03,29781.72,3085.78,3791.14,2016.79,2541.29,7834.93,51,0.93,Low,9,7,3,4,20,15,7,6,61.13,84.67,152.59,74.93,30 days,2059.17,2886.87,4427.89
2019-09-04,15496.26,1254.56,1602.81,916.97,1226.79,3800.37,45,0.83,High,15,3,6,9,23,11,12,10,59.68,208.15,110.35,85.28,60 days,4895.72,1676.83,3500.69
2019-09-05,29694.99,4325.49,1185.43,2493.55,2313.53,6936.63,49,0.73,Low,8,6,3,4,20,15,11,13,192.35,152.2,77.08,220.87,30 days,2738.64,2227.9,1456.63
2019-09-06,30735.26,3395.91,2670.54,2300.28,3248.3,7920.82,57,0.84,Low,10,8,6,2,21,18,11,7,88.0,170.27,228.54,77.43,60 days,4196.52,1776.62,3386.78
2019-09-07,26109.03,1459.73,3901.83,715.34,2913.63,3099.51,52,0.72,Low,14,5,3,7,18,11,9,11,186.86,153.35,211.99,134.15,30 days,4158.78,2452.06,3472.32
2019-09-08,23879.59,1375.43,2009.09,1659.52,3272.23,6495.14,45,0.75,High,9,4,6,5,23,10,5,8,63.14,216.54,213.31,160.25,90 days,4508.65,2586.08,1438.37
2019-09-09,26287.51,4638.51,998.52,934.94,3437.67,4264.56,45,0.71,Medium,10,8,4,5,14,14,10,9,145.66,202.5,127.97,116.84,30 days,3164.05,1333.25,1687.52
2019-09-10,24945.14,3676.8,1885.78,1343.69,630.94,3202.44,61,0.83,Medium,9,8,7,7,28,19,7,16,132.74,62.64,134.37,107.19,60 days,3944.15,2041.08,3333.37
2019-09-11,26885.96,4317.15,2418.98,545.2,2405.95,5014.45,38,0.72,Low,11,5,5,6,15,5,11,11,194.93,62.33,211.06,112.88,90 days,3088.55,1692.28,2651.78
2019-09-12,25932.11,4515.92,1318.15,1500.82,1797.23,7676.09,42,0.82,Low,6,7,10,5,19,20,6,12,110.6,138.11,193.76,111.63,60 days,2703.43,2850.51,1924.05
2019-09-13,30934.33,3287.09,2905.93,1874.69,3093.58,3058.83,55,0.93,High,11,8,7,5,23,12,11,11,57.26,110.25,186.93,127.6,30 days,4959.02,1393.77,3508.39
2019-09-14,31649.63,3069.79,3992.8,2048.96,1330.26,5939.43,64,0.88,High,9,10,2,6,21,15,10,8,121.11,146.22,169.85,84.15,30 days,4709.56,2892.99,1440.9
2019-09-15,28012.5,2721.71,2245.57,2158.73,3444.99,5506.98,46,0.72,Medium,15,7,5,11,16,14,8,9,173.63,114.14,136.31,205.83,60 days,3392.74,1838.54,1452.79
2019-09-16,25182.48,2267.79,1935.13,2590.73,2379.75,7366.92,47,0.76,Low,12,7,6,4,19,12,12,12,57.87,200.51,203.43,190.3,60 days,3823.75,2747.04,1041.55
2019-09-17,25274.09,2738.38,2082.25,1038.66,2901.26,3420.01,51,0.87,High,10,2,4,5,15,16,8,8,55.43,87.17,134.96,70.63,90 days,4908.33,1928.61,3616.1
2019-09-18,23110.66,4095.52,1168.47,801.2,848.24,6407.63,50,0.92,High,11,8,5,4,19,15,9,18,173.26,69.16,202.25,190.61,90 days,3027.98,2227.67,4725.06
2019-09-19,25901.69,3407.69,3626.48,2628.84,1132.03,6400.55,36,0.71,Low,12,8,6,9,18,13,8,17,173.6,114.87,104.28,201.63,90 days,4521.93,2976.2,1082.31
2019-09-20,31945.04,4570.09,2127.44,891.53,2799.37,6345.4,55,0.9,Low,16,8,8,7,20,10,13,12,80.0,82.26,176.28,217.13,60 days,3188.89,2463.28,2607.09
2019-09-21,24646.54,2773.52,2039.28,2936.9,663.76,7711.67,55,0.84,Low,12,7,7,5,23,12,9,8,148.62,154.64,134.32,166.14,60 days,4618.88,1389.62,1701.3
2019-09-22,31485.03,3428.36,2911.01,2606.35,2968.95,7115.44,48,0.84,Low,10,4,4,7,22,15,11,15,59.64,135.6,219.14,205.72,60 days,3460.04,1526.59,3584.94
2019-09-23,23992.81,3525.23,2214.51,1752.19,640.45,3209.86,48,0.94,Low,10,7,6,6,25,9,7,12,164.84,173.27,163.37,190.25,60 days,3598.07,1926.18,2789.74
2019-09-24,30382.73,3366.79,2874.35,2953.55,2505.64,5355.41,47,0.89,Low,15,9,4,9,21,11,11,12,95.78,71.65,182.32,69.19,60 days,4268.74,2172.04,3359.12
2019-09-25,21113.02,3810.54,996.63,743.44,1658.77,4989.77,42,0.91,High,10,13,5,6,24,12,7,12,84.58,180.7,84.99,198.82,30 days,4644.03,1122.16,4360.81
2019-09-26,25665.31,1949.73,3403.91,1257.66,2373.34,4550.74,48,0.79,Low,9,6,10,1,26,13,15,14,151.65,104.25,159.14,160.87,30 days,2795.46,1087.07,3275.63
2019-09-27,29167.78,3049.46,3809.61,2095.56,2618.49,5256.68,45,0.84,Medium,6,8,3,3,15,13,10,11,186.73,167.43,210.53,172.34,30 days,4256.39,1914.82,3143.51
2019-09-28,21305.53,1416.9,2876.05,1375.02,1593.18,4920.97,45,0.85,Low,10,10,3,4,16,16,17,14,56.23,106.56,224.8,211.01,90 days,4847.02,2047.07,1574.38
2019-09-29,30379.93,2538.05,3854.61,2820.93,913.09,5161.67,55,0.78,Medium,10,3,6,10,21,16,13,10,71.56,193.41,199.81,66.72,30 days,2067.54,1159.55,2848.59
2019-09-30,20570.85,2950.67,1284.58,664.07,801.97,7896.31,51,0.84,Medium,16,7,4,5,15,13,10,11,88.36,193.45,145.34,82.8,60 days,2470.38,1950.94,3510.87
2019-10-01,26200.29,3608.9,2327.73,1873.53,2307.91,3443.16,45,0.76,Medium,14,7,6,10,14,22,10,20,189.17,109.01,116.35,159.68,30 days,3063.49,2561.1,3825.86
2019-10-02,32529.32,4802.12,2725.78,1977.17,2109.9,7611.15,54,0.74,Low,11,14,6,7,15,18,11,18,181.57,205.53,140.05,132.59,60 days,4359.09,2098.2,1327.84
2019-10-03,29433.73,3402.6,2661.56,2131.82,2752.38,5401.18,49,0.79,Low,19,7,8,8,16,17,8,5,186.08,111.37,171.09,133.98,30 days,3755.6,1955.51,3739.61
2019-10-04,27371.57,3974.38,2084.68,1139.17,2078.23,6118.71,58,0.88,Medium,14,13,7,8,24,13,8,19,106.76,203.31,71.04,116.51,90 days,4766.08,1142.92,1783.25
2019-10-05,22273.43,3025.06,1881.87,1411.42,1825.09,7150.91,46,0.93,Low,7,4,3,7,16,17,7,12,84.74,90.9,234.16,200.06,60 days,3388.82,2961.09,3644.21
2019-10-06,25734.73,3536.42,1205.84,2609.2,1754.45,4802.32,37,0.81,High,8,5,5,2,20,16,11,18,78.75,106.07,131.87,82.09,60 days,3501.28,2082.39,2118.59
2019-10-07,17322.01,1283.73,2053.58,987.36,676.7,5152.11,52,0.86,High,13,9,3,7,19,12,12,12,182.29,201.47,213.43,152.94,30 days,3680.69,1898.88,3363.34
2019-10-08,20781.32,2017.57,1320.51,2567.17,1573.12,5047.59,46,0.73,High,13,13,7,11,18,16,12,15,84.68,72.93,166.21,140.61,30 days,4720.95,1147.5,1621.08
